location-long,location-lat,timestamp
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.8349,-119.1113,1982-09-29
34.93192620000001,-119.3990707,1982-10-09
34.8186346,-119.0975851,1982-11-26
34.8777458,-119.3414783,1982-11-27
34.9450509,-119.412117,1982-11-27
34.811660100000005,-119.14760279999999,1983-06-11
34.827473,-119.20783999999999,1983-07-15
34.811660100000005,-119.14760279999999,1983-07-16
34.8777458,-119.3414783,1983-07-22
34.813201899999996,-119.1458565,1983-07-23
34.900276,-119.3670321,1983-07-31
34.8281071,-119.17511699999999,1983-08-08
34.811660100000005,-119.14760279999999,1983-08-13
34.811660100000005,-119.14760279999999,1983-08-20
34.9002926,-119.3678284,1983-08-23
34.8528598,-119.1880939,1983-09-03
34.93192620000001,-119.3990707,1983-09-10
34.6392796,-119.3310274,1983-09-12
34.560011200000005,-119.2672348,1983-09-17
34.914510899999996,-119.4012594,1983-09-24
34.813201899999996,-119.1458565,1983-10-01
34.8794357,-119.3489027,1984-01-01
34.9021835,-119.85846609999999,1984-01-09
35.033159000000005,-119.34860230000001,1984-03-15
36.2941669,-118.8618135,1984-03-22
34.4867983,-118.90990020000001,1984-04-17
34.4867983,-118.90990020000001,1984-04-17
34.635069200000004,-119.29987,1984-04-21
34.811660100000005,-119.14760279999999,1984-05-12
34.8546646,-119.17041780000001,1984-07-10
34.899217900000004,-119.36250690000001,1984-07-14
34.8938161,-119.36233519999999,1984-08-01
34.811660100000005,-119.14760279999999,1984-08-02
34.8983215,-119.3650818,1984-08-05
34.600640000000006,-119.5171738,1984-08-09
34.7833555,-119.2071533,1984-08-11
34.8975432,-119.3649896,1984-08-12
34.9226044,-119.1450119,1984-08-14
34.84121079999999,-119.0852737,1984-08-22
34.8999758,-119.36681409999998,1984-08-25
34.9041594,-119.3766595,1984-08-25
34.811660100000005,-119.14760279999999,1984-08-29
34.8528598,-119.1880939,1984-09-08
34.93192620000001,-119.3990707,1984-09-15
34.8794357,-119.3489027,1984-09-15
34.8983215,-119.3650818,1984-10-06
34.8391,-118.86399999999999,1984-10-19
34.8983215,-119.3650818,1984-10-25
34.809998,-119.10999299999999,1985-06-01
34.8777458,-119.3414783,1985-06-01
34.8600174,-119.20509340000001,1985-06-01
34.495622600000004,-119.71477209999999,1985-06-09
34.811660100000005,-119.14760279999999,1985-06-22
34.811660100000005,-119.14760279999999,1985-06-22
34.811660100000005,-119.14760279999999,1985-07-01
34.84121079999999,-119.0852737,1985-08-04
34.856355,-119.1007233,1985-08-04
